id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
14659,2.7714,17,4.614754098,1.060790274,1447,2.410413476,38.59,-121.38,1.95
14660,3.5185,36,3.839506173,1.066666667,1254,2.567901235,34.22,-118.51,1.554
14661,3.4297,7,4.331050228,1.128995434,2454,2.801369863,37.64,-122.07,1.642
14662,2.7083,32,4.796610169,1.161016949,2149,1.966101695,34.09,-118.35,5.00001
14663,2.63,20,5.520775623,1.101827676,1616,2,38.67,-121.22,1.389
14664,4.0474,14,4.065250379,1.201820941,1885,2.640364188,36.82,-119.8,1.568
14665,7.9213,12,7.731707317,1.018547141,2176,3.184501845,37.92,-121.97,2.75
14666,1.5329,32,4.408510638,0.927659574,868,2.14893617,39.09,-122.91,0.929
14667,1.7207,35,4.144486692,0.977443609,674,2.896551724,36.65,-119.8,0.579
14668,5.9838,40,5.979343864,1.078156313,1488,2.817739976,34.05,-118.39,4.359
14669,2.6133,34,2.6192,1.024,1953,2.298,34.07,-118.3,1.906
14670,1.9923,21,4.562874251,1.04437401,1387,3.201005025,38.02,-121.94,0.828
14671,2.3468,36,4.582213988,0.971279373,2355,2.99522293,34.07,-117.38,0.847
14672,6.4238,14,6.701657459,0.935912938,1064,3.291808874,33.68,-117.81,2.175
14673,3.0917,35,3.914002205,0.992094862,1721,2.166007905,37.6,-122.41,2.554
14674,3.1442,19,5,1.006410256,1340,3.176923077,35.36,-120.84,1.721
14675,6.9343,25,7.122077295,0.985645933,1633,3.44266055,37.25,-121.92,3.229
14676,3.0677,15,6.527472527,1.170792079,1543,2.697416974,40.75,-124.17,0.762
14677,2.7413,44,4.368852459,1.057259714,1134,2.298642534,37.75,-122.5,2.277
14678,3.5434,19,3.653120419,1.082055906,1329,1.924874791,37.55,-122.01,2.976
14679,3.7188,33,5.174418605,1.069767442,1145,2.662790698,38.62,-121.41,1.625
14680,2.1765,37,4.006134969,1.078220859,1319,2.914847162,36.81,-119.81,0.584
14681,3.25,17,4.444891981,1.052760736,4505,1.962284877,37.4,-122.1,2.606
14682,3.5368,30,3.2578125,0.915625,596,3.88,33.82,-118.21,1.344
14683,3.6949,25,5.953068592,1.049250535,1584,2.163295677,32.85,-117.24,2.3
14684,2.3762,21,4.965156794,1.181135225,1640,2.533101045,32.76,-117.06,1.125
14685,3.8307,29,5.751054852,1.074468085,1251,2.625615764,38.35,-122,1.984
14686,2.7222,16,5.293361884,1.045965271,2335,2.752089136,38.01,-121.36,1
14687,2.3792,17,3.378413524,1.039140445,4071,2.30810093,34.22,-118.47,1.801
14688,6.6122,12,6.656652361,1.031835206,1367,2.200374532,37.93,-122.56,4.26
14689,6.0762,46,6.079470199,1.039735099,782,2.039735099,37.81,-122.45,5.00001
14690,3.1625,10,2.696296296,0.962962963,655,4.444444444,34.02,-118.25,1.253
14691,5.1695,36,5.744974874,1.020280811,692,2.808112324,33.78,-118.13,3.723
14692,3.744,52,5.542234332,1.075901328,1155,2.653110048,37.86,-122.26,1.811
14693,2.4267,21,4.197183099,1.183098592,2848,4.426436782,32.71,-117.1,0.875
14694,3.5664,30,5.609137056,1.072933549,1606,2.740010947,33.77,-117.98,1.65
14695,3.5072,23,4.285714286,1.090047393,983,2,37.3,-121.96,3.083
14696,3.6875,38,5.557794274,0.98825257,1885,2.259864713,34.01,-117.39,1.098
14697,3.0417,35,4.539196941,1.130346232,1512,3.019834711,33.83,-118.36,2.419
14698,3.2011,22,3.432791728,1.035971223,1481,1.427374302,33.61,-117.89,5.00001
14699,3.7917,39,5.419230769,1.036057692,1219,3.165230769,32.69,-117.01,1.688
14700,3.1635,42,3.879194631,1.098434004,1105,2.013916501,37.35,-121.87,1.804
14701,3.0043,33,4.385895404,1.089430894,1799,2.182097187,32.76,-116.95,1.54
14702,2.4574,28,4.708860759,1.094936709,917,2.901898734,33.88,-118.16,1.656
14703,2.5664,35,3.584869059,1.060283688,1226,1.897744361,34.19,-118.39,1.813
14704,2.1083,22,2.844141069,1.074427481,2393,2.749388753,34.2,-118.45,1.625
14705,1.8191,29,3.781045752,1.047038328,2065,2.591715976,37.76,-121,0.869
14706,3.6484,45,4.207708779,0.988338192,1666,2.640414508,34.2,-118.15,1.165
14707,5.3351,34,5.014516129,1.032258065,1457,2.342372881,33.99,-118.42,3.94
14708,3.7361,46,4.177419355,0.967741935,1197,2.827956989,37.46,-122.22,3.203
14709,3.1832,10,5.629807692,1.038461538,612,2.853846154,35.63,-117.73,0.571
14710,3.6413,16,4.610465116,1.161057692,773,3.096153846,32.86,-116.98,1.667
14711,2.6864,18,4.170967742,1.067741935,868,2.778195489,33.93,-118.36,1.125
14712,3.625,25,4.8125,1.16286645,1149,3.113314448,33.97,-118.17,1.634
14713,6.5162,15,6.298742138,1.038997214,2544,2.688766114,37.99,-122.54,2.938
14714,5.5,39,5.219858156,0.972850679,547,2.652173913,34,-118.45,3.604
14715,6.0338,11,5.545977011,0.966861598,720,2.890652557,33.69,-117.22,1.389
14716,1.9762,43,4.536977492,1.021108179,1728,3.291808874,33.96,-118.22,1.249
14717,2.4359,52,3.62475442,1.044502618,1806,2.058823529,37.78,-122.41,2.25
14718,3.375,41,4.886842105,1.088684211,1471,2.318421053,33.99,-118.32,1.362
14719,3.2011,25,3.771636364,1.023636364,1132,1.744827586,32.79,-117.24,1.847
14720,5.357,18,6.555555556,1.016736402,910,3.171355499,33.88,-118.02,3.659
14721,3.2454,30,4.253541076,1.039339103,3163,2.140655106,37.36,-121.99,2.433
14722,4.1339,7,5.894009217,1.136871508,1215,2.734636872,38.67,-121.25,1.182
14723,1.8235,52,3.45112782,1.093984962,761,1.868852459,34.08,-118.34,3
14724,2.5833,26,4.595375723,1.023880597,1469,3.131343284,36.6,-119.43,0.743
14725,3.6875,44,4.705483672,1.077253219,999,2.818443804,33.98,-118.33,1.107
14726,5.1643,35,5.396880416,0.953596288,1416,2.734104046,37.31,-121.89,2.174
14727,3.6111,12,5.769349845,1.02266289,1685,3.066303361,33.11,-117.08,1.465
14728,3.7198,15,5.749034749,1.065934066,1204,3.043360434,36.96,-119.85,0.72
14729,2.3352,14,6.483476132,1.113801453,1784,2.681388013,34.68,-117.17,1.051
14730,3.128,9,5.014234875,1.008583691,4631,3.209059233,34.97,-117.61,1.125
14731,3.1467,31,4.394891945,1.017291066,1458,4.583912612,33.97,-118.18,1.631
14732,1.858,43,4.813537676,1.156729131,861,2.685097775,38.55,-121.49,1.19
14733,3.9844,18,5.554021121,0.979202773,3139,2.413748379,37.69,-121.79,1.488
14734,2.1571,16,4.156657963,1.11875,1029,2.541871921,40.41,-120.72,0.567
14735,2.63,21,3.525892857,1.174107143,1454,3.248214286,34.07,-117.77,1.431
14736,5.0225,24,4.228723404,0.983870968,673,1.931677019,34.17,-118.41,2.486
14737,3.8512,42,5.940931373,1.084507042,1215,2.789915966,33.91,-118.32,1.35
14738,4.8906,45,4.826666667,1.093333333,1065,3.223333333,33.87,-118.29,2.392
14739,2.8024,47,3.699513382,1.07977208,2000,1.876271186,32.77,-117.18,2.138
14740,3.3553,45,5,1,682,2.642578125,38.11,-122.24,1.161
14741,2.8393,27,5.127208481,1.072429907,795,2.281914894,36.57,-121.88,3.822
14742,4.1098,25,4.643086817,0.974828375,1724,2.619246862,34.03,-118.52,3.477
14743,2.5893,39,4.290145577,1.036484245,1158,2.428104575,34.06,-118.14,1.987
14744,4.2263,22,5.148006785,1.091644205,1197,2.615311005,33.81,-118.08,1.712
14745,4.7,10,5.64229765,1.043478261,1783,2.426267281,37.68,-122.44,3.978
14746,3.662,48,4.90430622,1.071578947,1183,3.039473684,34.11,-118.25,2.563
14747,4.1592,11,6.519951632,1.021775544,1866,3.113606341,36.86,-119.84,0.924
14748,3.5192,5,4.071428571,1.053639847,2842,1.841498559,37.33,-121.79,1.789
14749,5.5,32,5.601415094,1.079155673,1343,2.595505618,34.23,-119.19,2.291
14750,5.7763,15,5.467576792,0.997912317,3381,2.364500792,37.63,-122.45,3.468
14751,5.8779,13,6.056085919,0.993736952,3185,3.272922636,33.72,-117.78,1.71
14752,2.5863,52,3.855828221,1.206543967,1640,1.827470687,37.8,-122.42,1.875
14753,4.0432,34,5.727959698,0.998254799,2059,2.480712166,32.77,-117.05,1.797
14754,4.075,11,5.255924171,1.015530547,5696,2.869731801,33.82,-117.24,1.926
14755,3.7546,16,4.794165316,1.04178273,1614,2.430213465,33.87,-117.98,1.826
14756,4.3814,37,4.943820225,1.067698259,1594,2.794990724,34.07,-118.34,3.783
14757,2.1382,21,2.718381113,1.053648069,3538,4.641370869,34.06,-118.19,1.651
14758,4.6696,27,6.153284672,1.01459854,849,2.715328467,37.99,-122.01,1.911
14759,2.0405,23,4.291479821,1.069246436,724,1.774461028,32.73,-117.17,0.875
14760,3.067,21,5.448192771,0.912561576,1043,3.371769386,36.73,-119.87,1.313
14761,3.2679,32,5.845559846,1.007722008,1548,3.089430894,38.68,-121.3,1.102
14762,6.3144,5,6.474167623,1.03777336,2688,2.807280514,34.02,-117.8,2.832
14763,3.5078,40,3.981949458,1.103039288,705,1.738255034,34.16,-118.36,2.292
14764,1.8103,34,4.489563567,1.262180974,1690,3.594855305,36.32,-119.3,0.575
14765,1.8984,35,3.738207547,1.113662457,2313,1.861502347,37.87,-122.27,3.134
14766,14.9009,15,8.863080685,1.071823204,1267,3.065060241,34.15,-118.58,5.00001
14767,3.5982,16,6.100286599,1,986,3.021201413,39.13,-120.05,1
14768,2.7708,35,3.820197044,1.043478261,915,3.843853821,33.92,-118.16,1.702
14769,5.6494,11,6.815724815,0.93258427,685,3.213483146,37.73,-122.42,3.637
14770,2.4263,25,5.328918322,1.018962076,1008,4.703241895,39,-121.85,0.875
14771,2.2612,21,2.569230769,1.058455115,3095,2.16,33.98,-118.12,2.25
14772,7.5,27,6.586394558,0.991044776,1232,2.835654596,33.67,-117.96,2.613
14773,3.5625,20,4.786407767,1.01618123,1048,2.966165414,37.3,-121.88,1.951
14774,3.7333,49,4.476190476,1.054006969,1866,2.5995116,37.75,-122.48,1.505
14775,2.802,10,3.665306122,1.143812709,1797,2.423008869,33.49,-117.66,1.06
14776,2.7717,37,5.570019724,1.372670807,498,2.853982301,38.9,-120.3,0.858
14777,3.4732,24,3.875722543,1.049682875,1814,2.62562396,37.38,-121.83,2.265
14778,7.7464,30,6.218274112,1.037225042,1231,2.460348162,34.04,-118.55,4.89
14779,3.0368,15,5.373737374,1.045454545,1638,2.757575758,34.25,-117.36,0.995
14780,4.3487,19,6.013371538,1.036328872,3683,2.915632754,38.68,-121.28,1.41
14781,4.0625,22,4.784386617,1.059859155,1057,2.656509695,33.96,-118.04,2.647
14782,2.3464,41,3.684793555,0.970464135,1304,4.226618705,33.94,-118.22,1.679
14783,1.1125,28,5.374531835,1.088110403,1330,3.654205607,36.72,-119.34,0.661
14784,3.8657,28,6.068441065,1.035315985,1886,2.355066079,32.76,-117.05,1.457
14785,3.865,26,5.011965812,1.068376068,1700,2.788697789,33.19,-117.31,1.899
14786,8.3252,23,7.306990881,1.010279001,868,2.638297872,34.26,-118.51,5.00001
14787,2.89,24,4.155482815,1.031700288,1453,1.938871473,33.67,-117.92,2.734
14788,4.4453,15,5.85840708,1.052631579,7604,2.068421053,33.93,-117.55,1.44
14789,3.8893,37,4.277517564,1.07239819,1672,4.639431616,37.32,-121.86,2.296
14790,3.1667,32,4.0175,0.9719375,1481,2.74625,34.26,-118.3,1.633
14791,4.25,24,3.843388913,1.038781163,1520,1.593470247,34,-118.41,2.409
14792,4,36,5.496881497,1.066298343,1287,2.987673344,33.84,-118.16,1.464
14793,4.038,45,4.749585406,1.127946128,1198,3.317307692,33.82,-118.22,1.546
14794,5.7248,27,6.437299035,1.064327485,689,2.53869969,37.24,-121.91,3.454
14795,5.7984,15,6.307692308,1.115384615,573,1.975308642,37.81,-122.25,3.177
14796,4.0609,27,4.481927711,1.03264095,1132,3.32791411,33.93,-118.37,1.944
14797,3.32,26,5.410526316,0.986842105,696,3.042105263,34.21,-117.38,0.731
14798,1.4267,21,4.893371758,1,1141,3.556675063,36.71,-119.76,0.517
14799,4.5,21,5.667917448,1.00623053,1895,3.207349081,37.99,-121.88,1.397
14800,2.5792,33,5.12183908,1.235977011,1016,2.005747126,38.63,-121.39,0.851
14801,7.5992,45,6.93654267,1.03655914,1547,2.160590278,33.73,-118.11,5.00001
14802,3.7041,6,5.234527687,1.078740157,857,2.727969349,38.55,-121.65,1.47
14803,3.1972,23,5.642380708,1.056155508,2899,2.596203181,37.68,-122.08,2.225
14804,2.2599,28,2.336898396,1.07486631,3944,3.443319838,34.07,-118.29,1.85
14805,3.1875,7,4.596153846,1.187134503,1845,2.170974478,32.97,-117.11,1.24
14806,6.1661,11,5.828178694,1.058762887,764,3.12371134,33.72,-117.98,2.75
14807,4.8472,25,4.445333333,1.064,1179,2.08,34.16,-118.42,3.111
14808,4.0893,20,4.567346939,1.048979592,2174,2.823129252,37.4,-121.87,1.429
14809,5.7449,25,6.667953668,1.111888112,566,3.524725275,33.75,-117.83,2.601
14810,4.3644,6,5.429447853,1.077051926,1600,2.636644047,33.61,-117.67,1.993
14811,3.6,8,5.533333333,1.02090209,704,2.51980198,34.12,-117.69,1.921
14812,1.125,37,4.628037383,1.11682243,1404,4.61942446,36.49,-120.25,0.628
14813,2.7969,29,4.828767123,1.058150975,2129,2.098360656,37.32,-121.95,2.403
14814,2.9237,19,3.920704846,1.107296137,4656,1.538961039,33.97,-118.37,1.43
14815,2.1029,18,4.6475,0.965517241,1005,2.637019231,39.42,-121.42,0.931
14816,3.1979,35,5.334500876,1.122529644,1407,2.464098074,34.01,-117.04,1.281
14817,2.5417,26,3.639405204,1.011516315,2620,2.776758794,34.09,-118.12,2.34
14818,7.7317,34,6.343575419,1.054474708,1472,2.505415162,34.14,-118.47,4.656
14819,3.0114,31,4.798657718,1.045689655,936,3.394366197,34.01,-118.11,1.814
14820,3.0579,25,3.936633663,1.061923584,1255,1.718522373,37.85,-122.25,3.448
14821,4.3714,9,5.751054852,1.051724138,1409,2.227533461,37.41,-121.84,2.86
14822,2.7019,15,5.197012302,1.082508251,2467,4.760119842,34.14,-117.3,0.994
14823,3.0682,16,4.16084788,1.078167116,3228,2.204081633,32.61,-117.08,1.546
14824,2.7857,42,4.949275362,1.07518797,1319,2.634108527,34.08,-118.3,1.709
14825,3.9156,13,6.436123348,1.123348018,1774,3.489626556,33.2,-117.28,1.177
14826,2.8269,19,4.996610169,1.092436975,1530,2.690677966,37.67,-121.04,1.381
14827,5.3749,28,6.107806691,1.101321586,771,2.743190661,36.63,-121.9,3.919
14828,2.1607,23,5.066666667,1.087356322,1552,2.935632184,38.64,-121.37,1.231
14829,2.25,48,4.10483871,1.009925558,1337,2.455612245,34.05,-118.34,2.577
14830,1.8929,32,3.670103093,1.02016129,1708,4.133064516,33.98,-118.18,0.981
14831,5.3017,13,6.702811245,1.035971223,1641,3.507845934,37.68,-121.78,2.399
14832,6.7809,35,6.671949287,0.984126984,917,2.495890411,37.31,-122.03,4.583
14833,5.2175,33,5.92972973,1.005405405,513,3.040540541,33.81,-117.97,2.644
14834,3.6298,17,5.623115578,1.065384615,2441,2.446866485,34.14,-117.9,1.469
14835,4.9674,36,5.44,0.96,956,2.94,38.01,-121.93,1.804
14836,3.7647,48,3.798310454,1.054927302,1443,1.668112798,37.8,-122.43,1.375
14837,2.6322,17,2.843642612,1.071688943,8127,1.818355641,34.09,-118.4,2.75
14838,2.0537,30,2.977624785,1.054474708,2927,3.833935018,34.08,-118.3,1.938
14839,3.2591,29,5.014553015,1.04743083,1335,3.53014553,34.05,-117.64,1.049
14840,5.9357,19,5.353846154,1.031007752,1443,2.474240423,37.54,-122,2.684
14841,2.7344,17,5.830708661,1.090551181,747,2.543307087,38.67,-121.34,0.56
14842,2.2461,43,4.866141732,1.09202454,946,2.164658635,38.56,-121.51,1.19
14843,4.52,14,5.549346017,1.06231454,6163,2.317548747,33.5,-116.77,2.294
14844,3.3553,36,5.317647059,1.026470588,406,2.455882353,34.18,-118.38,1.957
14845,3.6875,52,6.417910448,1.07960199,546,2.63681592,37.81,-122.29,2.063
14846,1.7574,40,4.359375,1.114583333,1669,4.9375,34.1,-117.32,0.652
14847,1.1601,21,4.287515763,1.015936255,1414,2.809248555,37.93,-122.06,0.833
14848,2.1094,17,4.053465347,1.068783069,2401,3.186046512,37.62,-120.95,0.719
14849,3.9417,43,4.942105263,1,1047,2.638421053,37.72,-122.16,1.795
14850,6.4666,20,6.631818182,1,875,3.352112676,37.59,-122.38,2.48
14851,3.7167,31,4.316920322,1.037302726,1804,3.008810573,33.83,-117.91,1.655
14852,1.6148,14,4.343675418,1.124832215,2418,3.590846047,34.09,-117.67,1.065
14853,5.4948,13,5.018726592,1.051483421,3384,2.142857143,33.7,-117.74,2.51
14854,1.0391,50,4.478846154,1.0925,874,2.4875,32.74,-117.11,0.661
14855,1.6929,28,3.845730028,1.137741047,1373,3.935427574,34.09,-118.25,1.751
14856,2.9194,20,4.56394453,1.039465753,730,2.103950104,40.76,-124.17,0.718
14857,5.4091,6,5.274753758,1.028764805,2242,2.468636599,37.57,-122.32,5.00001
14858,3.7813,17,6.923128793,1.05033557,1764,2.805369128,38.66,-121.4,1.269
14859,3.3836,25,3.602272727,1.011363636,1795,2.164848485,33.86,-118.35,2.768
14860,1.9485,31,5.135021097,1.294619983,1060,1.667832168,38.49,-121.49,0.675
14861,6.9296,15,5.891891892,0.989547038,773,2.826972015,37.9,-122.06,3.413
14862,5.901,29,6.071104387,1.018154312,2261,2.413729128,37.48,-122.26,4.09
14863,3.071,33,4.938095238,1.017857143,1059,2.839285714,33.79,-118.15,2.132
14864,2.5402,29,5.268765778,1.064710744,1661,3.691811594,36.76,-119.83,0.543
14865,2.9315,17,4.085271318,1.085263158,2557,4.890909091,33.87,-118.17,1.775
14866,5.4284,17,5.141486811,1.002785515,2917,2.553948832,37.4,-122.07,4.345
14867,1.625,52,4.529202279,1.078358209,1374,2.076923077,38.02,-121.3,0.716
14868,3.4187,35,4.828877005,1.072864322,1591,4.14738806,33.88,-117.96,1.148
14869,4.1612,7,6.410334347,1.078236131,1228,3.161566707,38.35,-121.07,1.32
14870,3.3068,13,3.877138414,1.046777547,1390,2.636363636,34.16,-118.3,2.179
14871,1.9722,38,4.826086957,1.139534884,781,2.368286445,35.62,-118.45,0.661
14872,3.0907,25,3.744800693,1.090047393,1704,2.134098787,34.06,-118.12,1.854
14873,2.0133,16,4.403292181,1.076696165,1349,4.403292181,36.8,-119.82,0.467
14874,3.3846,10,3.784615385,1.070769231,2764,2.730769231,34.25,-118.47,2.27
14875,2.9038,26,6.090047393,1.116580311,793,2.808290155,39.86,-122.09,0.795
14876,6.1642,16,6.564102564,1.068376068,811,3.011904762,34.18,-118.83,2.488
14877,2.4828,8,3.994891443,0.998978534,2544,2.120516499,34.11,-117.26,0.788
14878,4.2067,21,3.810714286,1.012345679,2518,1.860119048,34.18,-118.44,3.186
14879,3.5444,32,3.804275287,1.083916084,1371,1.835766423,34.07,-118.36,3.2
14880,2.3125,35,4.385416667,1.006944444,1286,3.152777778,33.92,-118.25,0.994
14881,4.2099,21,5.779582367,1.069458128,1277,2.384215992,38.35,-122.42,2.028
14882,1.1875,52,3.937168142,1.004219409,669,1.669879518,32.76,-117.12,0.55
14883,2.9821,52,5.865671642,1.344262295,571,2.073770492,38.1,-122.23,0.974
14884,2.6818,29,4.756410256,1.028735632,1334,2.267973856,32.68,-117.1,1.458
14885,1.1552,46,2.973251029,1.108013937,1594,1.919614148,34.05,-118.26,2.25
14886,5.308,5,5.778056277,1.058394161,1048,2.175064935,34.17,-118.4,2.171
14887,5.6223,35,5.435582822,0.967375887,3265,2.996598639,33.86,-118.14,2.904
14888,4.375,15,4.793650794,1.083333333,1158,2.682539683,37.33,-121.98,3.207
14889,3.7201,18,5.4875,1.015,2232,3.613333333,36.66,-121.43,1.891
14890,3.2798,28,4,1.118210863,1167,2.583518931,33.86,-118.12,2.479
14891,3.1507,12,5.627170582,1.072388831,4028,2.857651246,34.13,-117.43,1.288
14892,3.3875,28,4.539755352,1.08605852,2389,4.368620038,34.02,-117.94,1.478
14893,3.5039,7,5.567233385,1.197183099,880,2.589928058,39.12,-123.21,1.533
14894,4.1389,19,5.183716075,1.183716075,1941,2.026096033,38.47,-121.42,1.486
14895,6.3359,17,6.32826087,0.972332016,664,3.178160622,32.97,-117.03,2.206
14896,3.6273,37,4.176980198,1.067948718,1093,1.943589744,34.17,-118.43,3.333
14897,5.8195,48,6.273712737,1.0995671,617,2.27027027,37.91,-122.29,2.671
14898,2.3365,33,3.772727273,1.058823529,1333,3.054901961,32.69,-117.11,0.821
14899,4.7639,19,6.099547511,1,805,2.951020408,37.71,-121.4,1.808
14900,4.4861,17,5.163755459,1.061557789,1684,2.613065327,34.16,-118.75,2.396
14901,15.0001,50,8.280701754,1.18079096,1048,2.868852459,34.05,-118.5,5.00001
14902,2.4643,21,4.261904762,1.051428571,2431,1.964285714,38.02,-121.87,0.889
14903,4.025,26,4.798181818,1.125,1815,3.238636364,37.93,-122.32,2.197
14904,1.7694,16,3.620155039,1.051282051,1265,1.975877193,36.72,-119.75,5.00001
14905,3.7826,30,4.6675,1.049333333,3549,2.121333333,32.77,-117.07,1.459
14906,3.2813,52,5.839869281,1.13877551,668,2.62962963,37.77,-122.42,1.86
14907,3.4375,28,4.3828125,1.03125,1587,2.473958333,34.18,-118.44,2.346
14908,3.75,29,5.555555556,1.142857143,471,2.390873016,34.13,-118.23,1.868
14909,6.0076,36,5.448043445,0.997613365,2636,3.217090069,34.18,-118.75,2.648
14910,5.8325,34,5.748201439,1.08040201,957,2.793809677,34.21,-118.62,2.5
14911,1.8571,39,3.977272727,1.036900369,830,3.640918919,32.71,-117.11,0.698
14912,3.6791,9,5.506849315,1.115384615,937,3.077625571,34.04,-118.18,1.343
14913,2.1765,36,5.244736842,1.021052632,1379,2.436842105,38.59,-121.55,0.922
14914,4.0151,28,4.547400612,1.159388646,1335,1.870106762,34.05,-118.42,3.5
14915,2.1705,52,3.786549708,1.209302326,634,2.372093023,37.78,-122.41,2
14916,5.2881,8,4.548066298,1.094688222,1695,1.879345603,33.62,-117.62,1.992
14917,5.6426,25,5.21003963,1.084958217,2165,2.814102564,37.3,-121.97,2.376
14918,4.8488,27,6.117391304,0.971016706,1459,2.924198251,38.59,-121.35,1.86
14919,2.1265,25,3.657559199,1.058495822,2172,6.230188679,34.06,-117.33,0.75
14920,3.0789,19,5.426829268,1.044117647,730,2.756862745,32.68,-117.04,1.172
14921,3.7273,16,4.067340067,1.032520325,577,1.509401709,33.64,-117.71,1.6
14922,3.7708,10,6.083888149,1.038881491,2140,2.457777778,35.7,-119.45,1.041
14923,2.6016,18,4.907723112,1.039697543,1800,2.723112128,33.94,-117.46,1.565
14924,2.7125,46,4.330601093,1.008264463,1151,3.016528926,37.79,-122.21,1.459
14925,2.8421,23,3.42209073,1.066343042,1742,1.951526032,34.03,-118.47,4.5
14926,3.5089,27,5.980645161,1.071729958,1351,2.23255814,37.67,-122.14,1.201
14927,3.4722,34,5.140442133,1.064301552,2106,2.76730486,33.8,-118.02,2.142
14928,2.2368,28,5.48787062,1.051803885,2549,2.775843308,39.06,-121.54,0.592
14929,6.0237,15,7.010324484,1.073988439,6241,3.451371571,38.29,-122.46,3.551
14930,4.5167,43,5.428571429,0.979166667,956,3.303333333,34.24,-118.43,1.493
14931,5.5,39,5.82697201,1.053921569,927,2.051873199,34.03,-118.4,3.413
14932,2.1542,13,4.078488372,1.060283688,3565,2.858156028,36.31,-119.77,1.25
14933,4.3851,15,7.403800475,1.036568214,1650,3.678820156,38.71,-121.3,1.292
14934,6.0666,23,6.26109215,1.005899705,1846,2.890688259,33.84,-118.12,2.229
14935,2.3274,52,4.342939481,1.055674518,1116,2.491620112,34.07,-118.15,2.219
14936,3.0729,43,5.162790698,1.069767442,598,2.837209302,33.96,-118.32,1.391
14937,7.7738,11,6.889400922,0.983263598,1382,3.225941423,37.44,-121.87,2.875
14938,2.5,21,4.782608696,1.133333333,1301,2.760869565,33.09,-117.31,1.1
14939,4.7071,16,4.208722741,1.005016722,1624,1.749633968,34.14,-118.43,2.618
14940,2.9688,28,4.604735883,1.041786744,863,1.916932907,37.92,-122.53,3.136
14941,2.7308,30,4.168784029,1.036484246,1524,3.533520378,33.92,-118.02,1.909
14942,5.9285,17,6.321243523,1.031088083,696,2.487046632,38.31,-122,1.986
14943,7.3669,26,7.587567546,1.050682261,1507,2.300675676,37.38,-122.22,5.00001
14944,6.0774,26,5.709677419,0.946236559,884,2.483870968,34.18,-118.54,3.513
14945,4.5045,17,5.328828829,0.988467875,2341,3.509544787,37.76,-122.17,1.669
14946,2.5,17,5.8583878,1.075471698,1342,2.906367041,40.8,-124.17,0.721
14947,3.0938,25,4.11058264,1.099378882,1782,2.176008969,38.25,-122.61,2.825
14948,2.6538,22,4.205607477,1.009345794,1449,2.235849057,38.33,-122.7,1.722
14949,5.8239,23,6.438818565,1.080063291,1035,2.53986711,33.51,-117.67,2.935
14950,1.7273,39,3.9456,1.056,1157,3.06,33.79,-118.19,1.375
14951,1.8333,4,2.933333333,1.133333333,86,3,34.1,-118.31,4.5
14952,3.1375,16,4.414226629,1.027261462,1851,3.076817558,37.69,-122.16,1.848
14953,2.6979,26,4.811455849,1.078216989,1562,2.69058296,33.99,-117.35,0.885
14954,3.3125,36,6.090047393,1.051644101,1753,2.898916968,36.79,-119.76,0.971
14955,2.5388,50,5.674634794,1.237871674,1075,2.763478412,39.74,-121.85,0.888
14956,1.8849,27,3.254716981,1.071698113,3264,3.687850467,34.09,-118.21,1.504
14957,5.6447,35,5.778145695,1.031539889,1518,3.276009464,33.78,-117.99,1.835
14958,5.2773,18,6.912408759,1.058394161,777,2.917207792,37.89,-122.28,2.554
14959,5.1948,7,4.936873747,1.140221402,2548,2.009633911,33.66,-117.97,1.825
14960,1.7038,23,5.30472103,1.134048257,1088,2.687657431,33.67,-116.81,0.773
14961,3.7614,22,4.567204301,1.083756345,2667,2.437627812,37.53,-122.04,2.896
14962,1.9286,27,2.644067797,1.127789047,2937,3.596610169,34.06,-118.31,1.75
14963,1.975,37,7.485714286,1.486956522,553,2.456521739,37.93,-122.35,0.934
14964,3.1733,17,5.48852459,1.125984252,2636,3.662739323,34.02,-117.62,1.345
14965,4.4609,21,5.803625378,1.042813456,2690,2.645565749,37.24,-121.8,2.792
14966,5.308,32,5.865269461,0.930517711,1154,2.91011236,34.2,-119.18,1.399
14967,5.6235,20,5.597916667,1.082474227,539,3.273087072,37.38,-121.86,3.047
14968,2.3558,33,4.944649446,1.001564945,1549,2.826568266,39.16,-123.22,0.969
14969,3.3831,35,4.634099617,1.055214724,866,2.838202247,33.99,-118.42,1.903
14970,1.725,35,3.680555556,1.152777778,1054,3.040277778,37.8,-122.41,2.25
14971,1.9875,25,4.285714286,1.09077381,569,1.661904762,38.57,-121.46,1.094
14972,6.1323,23,6.761904762,1.009876543,1040,2.860119048,33.77,-117.9,2.75
14973,5.1292,30,6.078947368,1,809,2.889473684,34.01,-117.99,3.327
14974,3.2011,26,5.341463415,1.207317073,1110,2.724299065,33.96,-117.41,1.348
14975,3.1719,42,5.046511628,1.093457944,733,4.016042781,33.82,-118.18,1.428
14976,3.625,5,4.26056338,0.99103139,1163,2.814111262,34.04,-117.67,1.543
14977,4.5833,4,5.738317757,1.031662269,1715,3.145462256,34.08,-117.14,1.692
14978,4.4107,17,5.68879668,1.020746888,6296,3.09751434,33.85,-117.54,1.35
14979,2.7375,11,5.10620915,1.088424437,1966,2.427286357,37.51,-120.96,1.185
14980,2.3566,16,3.592995169,1.069029851,1300,3.164179104,36.91,-121.77,1.458
